reporting_jurisdiction,partner_jurisdiction,year,admin_support,dormant,regulated_finance,holding_equity,internal_group_finance,insurance,ip_management,manufacturing,other_activity,purchasing,research_development,sales_marketing,services_unrelated,tangible_assets,num_mne_groups,accumulated_earnings,num_employees,num_entities,profit_before_tax,adjusted_profit_before_tax,related_party_revenues,stated_capital,num_subgroups,income_tax_accrued,income_tax_paid,total_revenues,unrelated_party_revenues,profit_positive_panel,profit_negative_panel
ARE,RWA,2021,,1.0,,1.0,,,,,,1.0,,2.0,7.0,137948389.0,5.0,4486548.0,1062.0,12.0,21322025.0,,4533870.0,35090486.0,5.0,2138300.0,1995350.0,251934943.0,247401073.0,28551873.0,-7229848.0
ARE,SAU,2021,27.0,10.0,4.0,4.0,,,,6.0,25.0,8.0,,24.0,21.0,2901677077.0,27.0,-1021510815.0,34525.0,129.0,122161008.0,,165849016.0,768916948.0,27.0,55710276.0,24004330.0,5259910000.0,5094060982.0,271412546.0,-149251537.0
ARE,SDN,2021,,,2.0,,,,,1.0,1.0,,,,1.0,4950947.0,5.0,162464917.0,169.0,5.0,-16525467.0,,38462.0,33016070.0,5.0,-6993750.0,149317.0,47284562.0,47246100.0,7999992.0,-24525459.0
ARE,SEN,2021,,,,,2.0,,,,,,,,3.0,52297469.0,3.0,185336578.0,1975.0,5.0,284308742.0,,377744.0,3420876.0,3.0,92147388.0,86296934.0,460223412.0,459845668.0,284371764.0,-63022.0
ARE,SGP,2021,17.0,6.0,2.0,27.0,2.0,,2.0,1.0,19.0,8.0,3.0,19.0,28.0,3652171165.0,23.0,1135304620.0,7351.0,134.0,1142775575.0,,3610695104.0,6254690628.0,23.0,35558685.0,35621438.0,26894845056.0,23284149952.0,1160149608.0,-17374033.0
ARE,SLE,2021,,,,,,,,,2.0,,,3.0,4.0,16451105.0,5.0,-17316781.0,73.0,9.0,-913169.0,,193222.0,28663583.0,5.0,0.0,323897.0,19042604.0,18849382.0,870170.0,-1783339.0
ARE,SOM,2021,,1.0,,,,,,,,,,,2.0,443831850.0,2.0,-23495244.0,4596.0,3.0,-22943570.0,,0.0,36000000.0,2.0,0.0,0.0,95308740.0,95308740.0,,-22943570.0
ARE,SRB,2021,2.0,,,,,,1.0,4.0,3.0,,,1.0,4.0,507412517.0,8.0,52168178.0,1840.0,15.0,-18986910.0,,23290193.0,230010304.0,8.0,43789.0,2049567.0,123724707.0,100434513.0,281541.0,-19268451.0
ARE,SSD,2021,2.0,,,,,,,,,,,,,0.0,2.0,-8503638.0,6.0,2.0,-2288329.0,,0.0,0.0,2.0,0.0,0.0,5594072.0,5594072.0,,-2288329.0
ARE,SUR,2021,,,,,,,,6.0,,,,,,10027258.0,2.0,8867268.0,272.0,6.0,138010.0,,0.0,4286.0,2.0,214562.0,0.0,29332122.0,29332122.0,138010.0,
ARE,SVK,2021,,,,,,,,,2.0,,,2.0,2.0,583262.0,2.0,13546604.0,3742.0,6.0,590912.0,,2716756.0,2223472.0,2.0,-296616.0,297942.0,13098416.0,10381660.0,590912.0,
ARE,SWE,2021,2.0,2.0,,,,,,,4.0,,,2.0,2.0,0.0,5.0,635178.0,26.0,12.0,375402.0,,0.0,176376.0,5.0,-217339.0,254841.0,19757018.0,19757018.0,375402.0,
ARE,SYC,2021,,,,,,,,,3.0,,,2.0,3.0,56656224.0,4.0,-20404722.0,180.0,8.0,-3531797.0,,0.0,30720.0,4.0,42032.0,16957.0,4840122.0,4840122.0,97410.0,-3629207.0
ARE,SYR,2021,,5.0,,1.0,,,,,3.0,,,,,36350971.0,4.0,-5260189.0,13.0,9.0,-2335122.0,,1025348.0,7431038.0,4.0,0.0,-17482.0,1447068.0,421720.0,848913.0,-3184035.0
ARE,TCD,2021,,,,,,,,,1.0,,,,,115804616.0,1.0,29724852.0,170.0,1.0,30645933.0,,5961548.0,13724379.0,1.0,10457356.0,1161028.0,142661041.0,136699493.0,30645933.0,
ARE,TGO,2021,,,,,,,,,1.0,,,,,100401506.0,1.0,16761715.0,146.0,1.0,25339501.0,,5745657.0,14727486.0,1.0,8562602.0,9481695.0,116243421.0,110497764.0,25339501.0,
ARE,THA,2021,4.0,4.0,,1.0,,1.0,,9.0,1.0,,,6.0,10.0,343970754.0,11.0,142903763.0,559.0,36.0,265655601.0,,21594696.0,29122751.0,11.0,82481642.0,23215427.0,813313206.0,791718510.0,273386016.0,-7730415.0
ARE,TJK,2021,,,,,,,,,,,,,1.0,2020.0,1.0,0.0,4.0,1.0,-167337.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,-167337.0
ARE,TKM,2021,,,,,,,,2.0,,2.0,,2.0,2.0,3655744928.0,4.0,-28632220.0,4552.0,8.0,128741404.0,,1587008000.0,0.0,4.0,0.0,136151208.0,1786387262.0,199379262.0,136136000.0,-7394596.0
ARE,TTO,2021,,,,,,,,,,,,,1.0,108105.0,1.0,2411444.0,6.0,1.0,50567.0,,0.0,983.0,1.0,5144.0,5238.0,617261.0,617261.0,50567.0,
ARE,TUN,2021,1.0,1.0,,,,,,,1.0,,,,3.0,669222.0,3.0,-12748061.0,278.0,6.0,173160.0,,264742.0,8459904.0,3.0,79649.0,38261.0,12521065.0,12256324.0,307452.0,-134291.0
ARE,TUR,2021,4.0,5.0,3.0,1.0,2.0,1.0,,1.0,15.0,5.0,,8.0,7.0,1080187941.0,16.0,1423752659.0,14520.0,52.0,414622591.0,,180336796.0,2272259315.0,16.0,36058780.0,76164899.0,2669138880.0,2488802084.0,511673062.0,-97050472.0
ARE,TWN,2021,3.0,,,,,,,,,,,2.0,9.0,990715.0,6.0,7131190.0,712.0,14.0,-67663584.0,,11881336.0,11596282.0,6.0,712392.0,234819.0,146638647.0,134757311.0,2616886.0,-70280470.0
ARE,TZA,2021,1.0,4.0,,,,,,,,3.0,,10.0,18.0,170813554.0,13.0,-165843501.0,1538.0,36.0,-9778974.0,,2357397.0,80164310.0,13.0,4127743.0,2376267.0,143231057.0,140873660.0,7846257.0,-17625231.0
ARE,UGA,2021,,,,,,,,1.0,1.0,1.0,,6.0,8.0,38115905.0,9.0,618935.0,665.0,17.0,-438017.0,,1312971.0,12924517.0,9.0,793720.0,774308.0,64047372.0,62734402.0,2825582.0,-3263600.0
ARE,UKR,2021,3.0,,,2.0,,,,,2.0,,,1.0,5.0,88759160.0,4.0,101600899.0,1487.0,13.0,43705562.0,,12994926.0,22522486.0,4.0,5989253.0,5006892.0,245382851.0,232387925.0,43723630.0,-18068.0
ARE,USA,2021,24.0,57.0,2.0,115.0,8.0,1.0,19.0,14.0,49.0,9.0,4.0,39.0,97.0,11019650222.0,28.0,-15127060986.0,28384.0,438.0,-566015448.0,,3328585524.0,33844332143.0,28.0,41196000.0,33594827.0,25838686878.0,22510101353.0,647154074.0,-1213169522.0
ARE,UZB,2021,,,,1.0,,,,,6.0,1.0,,3.0,,12314765.0,4.0,-6452027.0,580.0,11.0,-5297284.0,,511668.0,3224898.0,4.0,0.0,0.0,93975416.0,93463750.0,135442.0,-5432726.0
ARE,VCT,2021,,2.0,,2.0,,,,,54.0,,,,,926071372.0,2.0,133654780.0,504.0,58.0,83344076.0,,152010130.0,384195170.0,2.0,6755236.0,6755236.0,186633648.0,34623518.0,83344076.0,
ARE,VEN,2021,,3.0,,,,,,,,,,,,0.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0
ARE,VGB,2021,17.0,34.0,,80.0,5.0,,1.0,4.0,9.0,,,,1.0,130910334.0,21.0,2729979599.0,113.0,151.0,284024066.0,,112513480.0,7397392950.0,21.0,189707.0,-122224.0,644372665.0,531859185.0,343759953.0,-59735887.0
ARE,VNM,2021,1.0,1.0,,,,,2.0,2.0,4.0,,,1.0,7.0,123095307.0,7.0,-298597502.0,295.0,18.0,-689043.0,,18089270.0,151375962.0,7.0,111608.0,103366.0,44793849.0,26704579.0,547122.0,-1236165.0
ARE,WXD,2021,385.0,683.0,61.0,874.0,119.0,10.0,65.0,172.0,1713.0,158.0,47.0,535.0,1139.0,107000000000.0,59.0,-19362233613.0,523034.0,5961.0,16661952219.0,,28053558953.0,206000000000.0,1061.0,2728046958.0,1852103933.0,151000000000.0,123000000000.0,21028468068.0,-4366515849.0
ARE,YEM,2021,,3.0,,,,,,,1.0,,,,,2682.0,3.0,-2048328.0,7.0,4.0,-48933.0,,0.0,1058399.0,3.0,0.0,20976.0,0.0,0.0,29527.0,-78460.0
ARE,ZAF,2021,1.0,7.0,,5.0,,,,1.0,8.0,,,4.0,19.0,74117465.0,13.0,-214636064.0,2061.0,45.0,-22951485.0,,41254334.0,72015457.0,13.0,1828381.0,1721238.0,150529607.0,109275272.0,4999677.0,-27951162.0
ARE,ZWE,2021,,,,,,,,,,1.0,,1.0,1.0,15388980.0,2.0,-8918601.0,266.0,3.0,463321.0,,0.0,1223.0,2.0,287122.0,0.0,12686035.0,12686035.0,639321.0,-176000.0
ARG,ARG,2017,7.0,3.0,16.0,27.0,2.0,15.0,2.0,30.0,62.0,0.0,1.0,22.0,14.0,34844620177.0,15.0,3693153109.0,143735.0,189.0,4433285457.0,,1502111893.0,6627116696.0,15.0,1581473284.0,1216464890.0,45001868934.0,43499757042.0,4433285457.0,0.0
ARG,ARG,2018,11.0,1.0,18.0,29.0,3.0,19.0,2.0,47.0,98.0,3.0,1.0,29.0,30.0,95458452741.0,21.0,10333266216.0,159354.0,266.0,17394703622.0,,4531515272.0,9277167125.0,21.0,1234150798.0,726257990.8,64792040641.0,60260525370.0,17394703622.0,0.0
ARG,ARG,2019,10.0,1.0,19.0,30.0,3.0,19.0,2.0,75.0,106.0,4.0,4.0,35.0,31.0,75496810413.0,25.0,-234123987.2,191990.0,311.0,-1891988486.0,,2185388739.0,9890778317.0,25.0,516458508.3,21092707.44,55311321270.0,53125932531.0,2619205748.0,-4511194234.0
ARG,ARG,2020,10.0,1.0,31.0,31.0,3.0,23.0,5.0,75.0,115.0,5.0,3.0,39.0,32.0,90315737061.0,30.0,-1314460939.0,203879.0,336.0,2022235706.0,,5946196184.0,12769322091.0,30.0,764559114.1,626455738.1,48694043419.0,42747847234.0,4002785911.0,-1980550205.0
ARG,ARG,2021,8.0,1.0,30.0,26.0,3.0,17.0,8.0,79.0,76.0,1.0,8.0,38.0,29.0,504000000000.0,33.0,8041556076.0,194071.0,292.0,3877887841.0,,2573485131.0,13755686474.0,33.0,1253924856.0,357701712.0,60869372939.0,58295887807.0,4932626515.0,-1054738674.0
ARG,AUS,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,429644.666,2.0,0.0,1.0,2.0,6242739.331,,0.0,0.0,2.0,0.0,0.0,6582965.292,6582965.292,6242739.331,
ARG,AUS,2019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,203962.762,2.0,868384.611,0.0,2.0,6217854.538,,0.0,2157492.98,2.0,0.0,0.0,6421423.094,6421423.094,6238159.315,-20304.777
ARG,AUS,2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25552.598,2.0,-659959.597,0.0,2.0,1323116.935,,0.0,1441497.041,2.0,0.0,0.0,1926151.405,1926151.405,1332700.263,-9583.328
ARG,AUS,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11180464.0,3.0,-29746832.0,1.0,3.0,1616781.0,,420.0,76000304.0,3.0,1963.0,0.0,179336.0,178916.0,2181649.0,-564867.0
ARG,BOL,2017,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,25824516.0,5.0,-30071491.0,124.0,6.0,2017711.0,,298391.0,75502318.0,5.0,262851.0,183563.0,39977241.0,39678849.0,2017711.0,
ARG,BOL,2018,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,76601774.86,7.0,18854736.56,154.0,11.0,1628878.592,,343124.858,105059610.1,7.0,915441.999,1106430.583,118434650.0,118091525.1,1628878.592,
ARG,BOL,2019,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,67444115.06,8.0,19247903.99,170.0,12.0,-4220625.4,,222274.289,63972339.81,8.0,1961612.897,248333.084,91773897.38,91551623.09,4671444.112,-8892069.512
ARG,BOL,2020,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,42062041.79,7.0,50945953.08,153.0,11.0,2577276.648,,2934322.402,103070482.6,7.0,1152327.506,375566.784,61591060.84,58656738.44,5765109.771,-3187833.123
ARG,BOL,2021,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,76640949.0,9.0,64821005.0,181.0,12.0,3785797.0,,4685033.0,124526010.0,9.0,5116408.0,240222.0,77700133.0,73015100.0,7287060.0,-3501263.0
ARG,BRA,2017,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,399340889.0,9.0,-50082619.0,4378.0,14.0,57634650.0,,461018419.0,203285772.0,9.0,12354472.0,2949452.0,953911444.0,492893025.0,57634650.0,
ARG,BRA,2018,1.0,2.0,2.0,0.0,0.0,3.0,0.0,6.0,12.0,0.0,0.0,4.0,1.0,892570977.5,13.0,23295693.28,5868.0,29.0,158624294.8,,548510974.2,605854964.0,13.0,12919712.06,20175099.72,1482286394.0,933775420.2,158624294.8,
ARG,BRA,2019,1.0,2.0,2.0,0.0,0.0,3.0,0.0,7.0,12.0,0.0,0.0,6.0,1.0,779003342.4,16.0,2393935.846,5531.0,32.0,139141626.0,,536114460.2,444949054.5,16.0,-1093638.629,18608398.98,1498119482.0,962005021.8,163521605.4,-24379979.34
ARG,BRA,2020,1.0,2.0,2.0,0.0,0.0,3.0,0.0,7.0,12.0,0.0,0.0,6.0,1.0,341927996.5,15.0,-248249465.9,5362.0,31.0,72948383.76,,410768527.5,311095943.1,15.0,7907216.889,27332314.5,937485349.9,526716822.4,100502365.3,-27553981.5
ARG,BRA,2021,2.0,2.0,2.0,2.0,0.0,3.0,0.0,9.0,13.0,0.0,0.0,8.0,1.0,336279071.0,17.0,-133810997.0,5639.0,37.0,-21250115.0,,369488166.0,177419411.0,17.0,2031575.0,20625244.0,1072113855.0,702625689.0,35692460.0,-56942576.0
ARG,CHL,2017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,228806260.0,5.0,-32874668.0,1799.0,8.0,10972112.0,,23858200.0,187324699.0,5.0,1395727.0,1299770.0,382744005.0,358885805.0,10972112.0,
ARG,CHL,2018,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,2179786237.0,8.0,-1313846.444,2221.0,13.0,-1002866700.0,,45836424.5,290594502.4,8.0,9098175.605,-164426.636,1989228092.0,1943391667.0,,-1002866700.0
ARG,CHL,2019,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,236932776.7,12.0,-25574171.61,2364.0,18.0,-13076417.49,,43733499.0,233411697.2,12.0,4659122.949,6366207.352,601913799.1,558180300.1,13333945.88,-26410363.36
ARG,CHL,2020,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,202359067.3,12.0,70978058.47,2123.0,18.0,6339670.16,,31404021.73,165838777.8,12.0,4993372.5,4000495.701,441328374.9,409924353.1,13586704.04,-7247033.884
ARG,CHL,2021,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,9.0,0.0,223485718.0,13.0,106137986.0,1948.0,19.0,60515315.0,,43865992.0,166024813.0,13.0,7467953.0,5571446.0,664027544.0,620161553.0,60757707.0,-242393.0
ARG,CHN,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2750.569,2.0,-759238.371,8.0,2.0,46990.22,,1548271.906,1045663.798,2.0,33464.936,0.0,1550286.166,2014.26,46990.22,
ARG,CHN,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36000.54,2.0,-419030.717,13.0,2.0,12515.182,,1715626.584,1364857.549,2.0,54040.145,0.0,1786364.507,70737.923,140144.548,-127629.367
ARG,CHN,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8711972.455,2.0,-3447204.121,13.0,2.0,-3112748.497,,1268091.618,4267821.782,2.0,0.0,0.0,8900776.046,7632684.428,,-3112748.497
ARG,CHN,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7720832.0,2.0,-448759.0,12.0,2.0,3084258.0,,1708153.0,4590552.0,2.0,15789.0,79716.0,30940227.0,29232074.0,3433909.0,-349651.0
ARG,COL,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5763564.0,3.0,-16317394.0,13.0,3.0,3437554.0,,0.0,10507434.0,3.0,0.0,-109362.0,13031315.0,13031315.0,3437554.0,
ARG,COL,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,30626556.94,6.0,-19580295.2,63.0,7.0,327361.771,,311675.498,19204170.63,6.0,119916.856,18434.211,27482374.86,27170699.36,327361.771,
ARG,COL,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,79190547.81,9.0,-21332475.37,93.0,10.0,12949790.8,,4576141.018,17630674.31,9.0,2849364.299,695888.66,67545881.04,62969740.02,14133517.57,-1183726.771
ARG,COL,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,51590886.88,8.0,-15260429.15,83.0,9.0,-3245265.614,,1771208.634,14704949.79,8.0,43949.499,15056.968,27131617.56,25360408.93,,-3245265.614
ARG,COL,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,20643641.0,8.0,-12427940.0,32.0,8.0,-13419071.0,,0.0,55540381.0,8.0,4381027.0,22857.0,11912555.0,11912555.0,,-13419071.0
ARG,CYM,2017,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,710239987.0,2.0,119446968.0,0.0,3.0,3526005.0,,4182359.0,46081609.0,2.0,0.0,0.0,26195067.0,22012708.0,3526005.0,
ARG,CYM,2018,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-9211914.545,1.0,3.0,984648.009,,5904524.644,31570257.82,2.0,0.0,0.0,5905845.626,1320.982,984648.009,
ARG,CYM,2019,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-18826164.59,0.0,3.0,-30152.253,,45207.684,18353548.29,2.0,0.0,0.0,45207.684,0.0,,-30152.253
ARG,CYM,2020,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-13108870.71,0.0,2.0,-1268580.34,,663836.521,12529818.64,2.0,0.0,0.0,664752.112,915.591,,-1268580.34
ARG,CYM,2021,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-11161680.0,0.0,3.0,814567.0,,857773.0,9334112.0,3.0,0.0,0.0,863898.0,6125.0,817776.0,-3209.0
ARG,ECU,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5175430.0,3.0,-7459490.0,65.0,5.0,-6787601.0,,0.0,31209711.0,3.0,344905.0,744457.0,14532381.0,14532381.0,,-6787601.0
ARG,ECU,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,8537026.565,3.0,-39600081.15,70.0,6.0,24264986.17,,0.0,22197633.39,3.0,871098.044,690530.548,160572542.6,160572542.6,24264986.17,
ARG,ECU,2019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,2.0,1.0,132809521.5,6.0,45870689.22,1405.0,15.0,42034583.82,,1002031.776,48268301.12,6.0,8271066.563,10654020.27,184400226.4,183398194.6,43933704.92,-1899121.101
ARG,ECU,2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,2.0,118946091.4,6.0,43653310.22,1339.0,15.0,10399555.66,,1395314.853,46763800.65,6.0,5920520.524,7311696.627,125225037.2,123829722.4,12641938.55,-2242382.884
ARG,ECU,2021,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,2.0,0.0,108086555.0,7.0,67440499.0,1584.0,15.0,45033406.0,,53662163.0,44410571.0,7.0,11109778.0,10452242.0,195103798.0,141441635.0,47369396.0,-2335990.0
ARG,ESP,2017,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16892347.0,5.0,216232623.0,96.0,7.0,55421009.0,,2839006.0,95167156.0,5.0,347645.0,7455362.0,82519126.0,79680120.0,55421009.0,
ARG,ESP,2018,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,129158405.5,6.0,799020930.9,77.0,7.0,104562590.9,,55785968.63,179604524.2,6.0,5458527.134,4667446.124,196413705.2,140627736.6,104562590.9,
ARG,ESP,2019,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,121438962.6,6.0,348712973.6,77.0,7.0,13348211.38,,67037570.55,95646671.8,6.0,2323866.854,1048517.321,126275956.4,59238385.82,30548102.97,-17199891.59
ARG,ESP,2020,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,18868264.94,6.0,369213153.9,73.0,7.0,-8333563.888,,3091223.731,68066900.05,6.0,168724.576,189086.456,45742914.48,42651690.74,256620.823,-8590184.711
ARG,ESP,2021,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,24665150.0,5.0,623049500.0,71.0,7.0,25460384.0,,3536950.0,104552696.0,5.0,1870126.0,654991.0,28415234.0,24878284.0,25460384.0,0.0
ARG,IND,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,14996.0,2.0,-314623.0,0.0,2.0,-24580.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,-24580.0
ARG,MEX,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,35691406.0,3.0,1703921.0,1045.0,4.0,3179310.0,,40256526.0,24327802.0,3.0,809072.0,1236808.0,142348363.0,102091837.0,3179310.0,
ARG,MEX,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,51194705.65,3.0,19441898.01,1082.0,5.0,8633761.7,,51448231.01,36082399.04,3.0,1726659.744,477138.478,186645747.7,135197516.7,8633761.7,
ARG,MEX,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,50521061.68,3.0,18245793.58,1072.0,5.0,8416870.862,,58270721.64,40827669.01,3.0,1707693.126,539939.232,201924044.7,143653323.1,8416870.862,
ARG,MEX,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,42160137.26,3.0,5329953.808,1138.0,4.0,821486.541,,34645865.26,6752474.2,3.0,736603.825,599715.35,127704801.9,93058936.66,1086465.628,-264979.087
ARG,MEX,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,41377755.0,3.0,28345461.0,1172.0,4.0,4894982.0,,53494690.0,20145164.0,3.0,1576552.0,827334.0,184521479.0,131026790.0,4894982.0,
ARG,NLD,2018,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81614.438,2.0,-70811553.66,0.0,2.0,17475608.78,,0.0,129562004.8,2.0,0.0,967.141,0.0,0.0,17475608.78,
ARG,NLD,2020,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-146438482.7,0.0,2.0,-130069800.4,,794609.387,389039156.4,2.0,0.0,51226.293,794609.387,0.0,,-130069800.4
ARG,NLD,2021,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,11067144.0,4.0,-537461412.0,5.0,5.0,-359683870.0,,2401667.0,422099923.0,4.0,848403.0,848305.0,3525652.0,1123985.0,1452139.0,-361136009.0
ARG,PAN,2018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5876762.411,2.0,5958072.546,1.0,2.0,-1943847.795,,554374.111,6643440.932,2.0,0.0,0.0,673684.211,119310.1,,-1943847.795
ARG,PAN,2019,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198347.934,2.0,2239106.957,1.0,2.0,-1173125.649,,0.0,2458908.681,2.0,0.0,0.0,0.021,0.021,,-1173125.649
ARG,PER,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,21826688.0,2.0,-2987529.0,338.0,3.0,2334644.0,,4188774.0,6739535.0,2.0,168961.0,67851.0,35665620.0,31476846.0,2334644.0,
ARG,PER,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,27368498.9,4.0,-3221356.401,351.0,5.0,10202103.49,,7224500.356,8134726.351,4.0,271146.302,72011.771,55473608.36,48249108.0,10202103.49,
ARG,PER,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,39251694.56,6.0,9985999.502,343.0,8.0,3231716.033,,8480976.262,7203080.955,6.0,452532.773,-218693.811,48573828.29,40092852.03,3834479.169,-602763.136
ARG,PER,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,39336349.58,6.0,11761525.83,307.0,8.0,-1387725.864,,5733311.139,9837410.559,6.0,0.0,0.0,32190046.27,26456735.13,1063203.317,-2450929.181
ARG,PER,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,42385819.0,7.0,8036003.0,360.0,9.0,4221769.0,,7282957.0,7265804.0,7.0,299388.0,48661.0,41338052.0,34055095.0,5536080.0,-1314311.0
ARG,PRY,2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,368952139.0,6.0,72691269.0,539.0,8.0,36012799.0,,2840932.0,31208543.0,6.0,2905802.0,3486720.0,232351132.0,229510199.0,36012799.0,
ARG,PRY,2018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,5.0,2.0,2110428845.0,8.0,138495986.3,651.0,12.0,85264347.65,,163712845.3,91549293.88,8.0,-3868001.671,-4673276.351,523158445.1,359445599.8,85264347.65,
