reporting_jurisdiction,partner_jurisdiction,year,admin_support,dormant,regulated_finance,holding_equity,internal_group_finance,insurance,ip_management,manufacturing,other_activity,purchasing,research_development,sales_marketing,services_unrelated,tangible_assets,num_mne_groups,accumulated_earnings,num_employees,num_entities,profit_before_tax,adjusted_profit_before_tax,related_party_revenues,stated_capital,num_subgroups,income_tax_accrued,income_tax_paid,total_revenues,unrelated_party_revenues,profit_positive_panel,profit_negative_panel
DNK,GBR,2018,34.0,242.0,2.0,83.0,5.0,0.0,13.0,47.0,70.0,11.0,14.0,93.0,50.0,22309652955.0,50.0,16354578011.0,68770.0,569.0,1592533187.0,,5072997636.0,15453476725.0,50.0,9395247.752,2965544.42,21758039054.0,16685041418.0,1749099685.0,-156566497.6
DNK,GBR,2019,35.0,190.0,3.0,78.0,8.0,2.0,16.0,46.0,76.0,15.0,17.0,88.0,53.0,17213747954.0,52.0,8881053913.0,70709.0,511.0,1025327327.0,,4831531369.0,14034153733.0,52.0,138916766.0,12567692.0,22753967924.0,17922436554.0,1282172778.0,-256845451.0
DNK,GBR,2020,34.0,152.0,2.0,81.0,8.0,0.0,16.0,47.0,79.0,15.0,16.0,100.0,49.0,19037814136.0,53.0,9728961740.0,62991.0,485.0,487582050.0,,5169552460.0,13521647466.0,53.0,224541263.5,71058178.23,21623345368.0,16453792908.0,723037313.9,-235455263.9
DNK,GBR,2021,39.0,146.0,3.0,95.0,13.0,1.0,21.0,59.0,73.0,17.0,18.0,101.0,66.0,21827755546.0,55.0,12819715866.0,60868.0,532.0,2335665423.0,,6771946223.0,17183049267.0,55.0,255834582.0,163911475.0,29400391272.0,22628445049.0,2468568223.0,-132902800.0
DNK,GEO,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,110918386.0,3.0,58045947.0,904.0,9.0,28582281.0,,9726559.0,103341660.0,3.0,-3362824.0,1192890.0,61600161.0,51873602.0,28582281.0,0.0
DNK,GEO,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,104420373.4,3.0,53666183.75,901.0,7.0,28998461.6,,12504985.9,102947946.8,3.0,-4132695.0,-3966497.0,66852914.23,54347928.33,28998461.6,0.0
DNK,GEO,2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,82132411.52,5.0,65078675.42,860.0,9.0,45857359.05,,14831818.73,83386625.3,5.0,-2998540.204,-4641649.369,73962602.19,59130783.47,45865089.23,
DNK,GEO,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,105812431.0,5.0,66370681.0,801.0,8.0,32884836.0,,11350928.0,88225087.0,5.0,-5212272.0,-4327753.0,66206170.0,54855242.0,32917336.0,-32499.0
DNK,GGY,2017,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,-4675665.0,1.0,5.0,4868325.0,,1842321.0,23540691.0,4.0,0.0,-56522.0,2276170.0,433849.0,5526726.0,-658401.0
DNK,GGY,2018,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,-10000355.53,1.0,5.0,-261497.732,,1881134.627,23339715.81,4.0,0.0,7114279.623,2103539.016,222404.389,2080540.487,-2342038.22
DNK,GHA,2016,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,49641796.88,5.0,125615881.3,481.0,14.0,126000352.8,,26407901.62,85353697.14,5.0,-16443320.13,-17168295.09,238499999.1,212092097.5,126112987.8,-112634.987
DNK,GHA,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,115780117.0,5.0,52749724.0,442.0,15.0,135919522.0,,25095123.0,89115223.0,5.0,-17012365.0,-16833745.0,244789221.0,219694098.0,136099929.0,-180407.0
DNK,GHA,2018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,209554008.0,5.0,123086297.1,631.0,17.0,168205335.9,,26610434.25,113407470.8,5.0,-22617062.57,-27731703.76,336196155.6,309585721.3,168379681.5,-174345.628
DNK,GHA,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,301620814.0,5.0,132871119.0,581.0,17.0,68218008.0,,23160189.0,114259101.0,5.0,-9773813.0,-11430926.0,260314538.0,237154349.0,68270587.0,
DNK,GHA,2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,311648106.4,5.0,152924579.1,380.0,14.0,76445247.54,,32565283.32,111483956.9,5.0,-1642675.794,-3145385.737,203302057.3,170736774.0,,
DNK,GHA,2021,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,283528247.0,5.0,175080193.0,398.0,17.0,108747384.0,,40059236.0,113607871.0,5.0,-1606037.0,566982.0,264149814.0,224090578.0,108964936.0,-217552.0
DNK,GIB,2016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17616.008,3.0,1206931.082,99.0,3.0,955751.229,,2428563.611,87308.467,3.0,284.029,-8044.603,2482458.469,53894.858,986798.28,-31047.051
DNK,GIB,2017,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30460.0,4.0,2076960.0,117.0,4.0,1170154.0,,2884073.0,96134.0,4.0,-1642.0,-8784.0,5188213.0,2304141.0,1185376.0,-15221.0
DNK,GIB,2018,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19471685.01,4.0,46466643.98,115.0,4.0,23865588.42,,7258568.498,50739496.84,4.0,2308054.768,268655.014,24928944.93,17670376.43,23866855.32,-1266.901
DNK,GIB,2019,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16423079.0,4.0,53895325.0,102.0,4.0,5673831.0,,7740391.0,50888798.0,4.0,467505.0,17243.0,26970101.0,19229709.0,,
DNK,GIB,2020,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12344.256,5.0,-13598821.8,17.0,5.0,1399934.259,,3306680.94,16386617.54,5.0,106925.822,17022.533,8872615.951,5565935.011,,
DNK,GIB,2021,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7822.0,4.0,360078.0,14.0,4.0,257989.0,,285854.0,12123.0,4.0,26154.0,8683.0,2767439.0,2481585.0,257989.0,0.0
DNK,GRC,2016,6.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,9.0,6.0,82731329.84,14.0,-18588365.35,3016.0,22.0,13727487.51,,7878211.315,34737042.0,14.0,1906603.296,-4062751.309,218723064.4,210844853.1,13946098.44,-218610.923
DNK,GRC,2017,6.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,14.0,6.0,179419873.0,20.0,-23320610.0,2782.0,27.0,19038716.0,,13668824.0,99955894.0,20.0,7578405.0,8179712.0,643033208.0,629364384.0,27910281.0,-8871565.0
DNK,GRC,2018,5.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,15.0,6.0,174607407.6,20.0,7347543.605,1162.0,25.0,24548382.98,,15501385.31,69893307.77,20.0,6146598.315,8113597.169,682857804.1,667356418.8,30684507.76,-6136124.785
DNK,GRC,2019,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,14.0,3.0,199409443.0,17.0,2646581.0,1110.0,20.0,19909189.0,,21865002.0,64955606.0,17.0,17522887.0,14692922.0,667064095.0,645199093.0,33411300.0,-13502111.0
DNK,GRC,2020,6.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,14.0,3.0,183481849.3,19.0,87145591.84,1156.0,22.0,103775058.6,,145362592.9,106584946.7,19.0,28359277.81,1997606.571,1104031913.0,958669320.0,105232207.6,-1457148.991
DNK,GRC,2021,6.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,17.0,2.0,288034304.0,21.0,37604610.0,1967.0,27.0,20466448.0,,59272975.0,76434907.0,21.0,7975871.0,2282969.0,757934071.0,698661096.0,41933285.0,-21466837.0
DNK,GRL,2016,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,3.0,4.0,4939897.62,5.0,44496757.23,424.0,7.0,8442914.339,,1613571.571,2557202.536,5.0,811234.189,812.101,100431701.9,98818130.32,14240792.07,-5797877.735
DNK,GRL,2017,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,3.0,8.0,6514294.0,6.0,55474284.0,524.0,11.0,22161162.0,,36492676.0,2873748.0,6.0,446420.0,1430845.0,156680044.0,120187367.0,23350008.0,-1188846.0
DNK,GRL,2018,2.0,0.0,0.0,2.0,2.0,2.0,1.0,9.0,2.0,6.0,1.0,4.0,10.0,167851151.2,8.0,190842629.6,1894.0,18.0,54496011.43,,531402134.4,142299870.3,8.0,18861738.4,23727746.37,618878049.2,87475914.81,54613778.16,-117766.729
DNK,GRL,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,13390002.0,6.0,49914261.0,211.0,11.0,7518878.0,,1572218.0,554860.0,6.0,3595333.0,22435.0,66516983.0,64944765.0,7518878.0,
DNK,GRL,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,26561680.6,6.0,34531302.47,283.0,12.0,4450335.097,,4809437.478,2102353.671,6.0,277391.025,2405871.963,85426691.77,80617254.29,4450718.151,
DNK,GRL,2021,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,29987061.0,8.0,57737507.0,354.0,11.0,5227251.0,,8191605.0,2187034.0,8.0,16052.0,-829496.0,129033503.0,120841899.0,5322315.0,-95063.0
DNK,HKG,2016,12.0,17.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,15.0,29.0,2339452452.0,20.0,299622067.8,16338.0,95.0,68189660.18,,659687423.7,3835178002.0,20.0,7322163.447,4732698.752,1549503290.0,889815866.4,69541442.78,-1351782.598
DNK,HKG,2017,11.0,16.0,0.0,33.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,19.0,27.0,2161142937.0,29.0,715642008.0,16814.0,109.0,71462054.0,,713713213.0,4837611520.0,29.0,10690744.0,8011451.0,2255888438.0,1542175224.0,97416569.0,-25954515.0
DNK,HKG,2018,11.0,20.0,0.0,32.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,17.0,26.0,2033541371.0,30.0,620593570.1,17018.0,108.0,226730078.7,,795010254.0,4799016778.0,30.0,6081746.178,15188124.6,2323934920.0,1528924666.0,235205326.8,-8475248.143
DNK,HKG,2019,14.0,20.0,0.0,31.0,0.0,1.0,2.0,0.0,7.0,9.0,0.0,21.0,30.0,1925033400.0,32.0,2239999658.0,16471.0,115.0,305846371.0,,1209352850.0,4929006304.0,32.0,8243988.0,2615410.0,2715857958.0,1506505108.0,449385446.0,-143539075.0
DNK,HKG,2020,11.0,15.0,0.0,30.0,0.0,1.0,1.0,1.0,5.0,8.0,0.0,23.0,32.0,1745315247.0,34.0,704260860.4,15130.0,109.0,552363592.2,,1404150621.0,3614416588.0,34.0,12612661.67,-6250112.158,2884115069.0,1479964448.0,557328748.6,-4965156.376
DNK,HKG,2021,13.0,14.0,1.0,30.0,0.0,0.0,1.0,1.0,8.0,9.0,1.0,25.0,36.0,1674149117.0,36.0,901403466.0,14469.0,120.0,806119459.0,,2051053983.0,5551636129.0,36.0,22860366.0,21166789.0,3805655833.0,1754601850.0,823332818.0,-17213359.0
DNK,HND,2017,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,48127888.0,3.0,78022559.0,1204.0,6.0,3299772.0,,34763949.0,2989180.0,3.0,-38331.0,-86019.0,71323105.0,36559156.0,6289511.0,-2989740.0
DNK,HND,2018,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,32096008.09,3.0,87930234.29,1261.0,6.0,7331949.761,,36863366.78,3070254.936,3.0,-1096137.875,-67703.866,41087596.4,4224229.62,7331949.761,
DNK,HRV,2016,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0,75759326.04,11.0,6794900.667,635.0,13.0,3747399.211,,62411250.97,112821530.0,11.0,1384313.874,138667.188,146055929.1,83644678.13,4030934.44,-283535.229
DNK,HRV,2017,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,13.0,4.0,97616134.0,17.0,33270497.0,1345.0,19.0,15313711.0,,92177013.0,130217075.0,17.0,4197252.0,3548814.0,311184705.0,219007692.0,16431593.0,-1117882.0
DNK,HRV,2018,4.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,15.0,4.0,110970958.8,20.0,55802258.37,1505.0,22.0,28222492.5,,111528694.6,134002199.2,20.0,4618018.202,2951714.455,363581905.3,252053210.7,28552905.32,-330412.82
DNK,HRV,2019,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,15.0,5.0,110045937.0,20.0,46741240.0,1555.0,23.0,23443169.0,,132503051.0,126649577.0,20.0,3891130.0,3502348.0,379679096.0,247176045.0,24311038.0,
DNK,HRV,2020,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,14.0,6.0,83941906.36,18.0,69161247.73,1641.0,23.0,25663041.28,,120336145.4,90871417.12,18.0,4098307.595,2811178.576,332816554.9,212480409.6,26640916.32,-977875.039
DNK,HRV,2021,3.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,15.0,6.0,134090721.0,19.0,83729057.0,1781.0,23.0,40737174.0,,159239029.0,132400133.0,19.0,6600030.0,3516311.0,452191556.0,292952528.0,40841671.0,-104497.0
DNK,HUN,2016,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,13.0,6.0,429731846.1,15.0,73869184.88,8401.0,26.0,23727599.89,,412847089.4,41760971.21,15.0,1776555.028,1466046.253,625509740.4,212662651.0,24163179.29,-435579.405
DNK,HUN,2017,6.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,6.0,4.0,22.0,8.0,952328262.0,23.0,282983150.0,14376.0,37.0,147104194.0,,1339090656.0,346846740.0,23.0,12569936.0,2825391.0,1801374717.0,462284060.0,152452310.0,-5348116.0
DNK,HUN,2018,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,5.0,3.0,19.0,7.0,978283204.1,22.0,365073551.6,13932.0,33.0,129959140.1,,1222801436.0,331131185.9,22.0,14703238.73,15744825.52,1743901189.0,521099752.6,131197218.1,-1238077.956
DNK,HUN,2019,6.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,4.0,3.0,20.0,7.0,985418045.0,23.0,336960114.0,13868.0,34.0,115587480.0,,1224755815.0,373778681.0,23.0,14499160.0,15218004.0,1769243240.0,544487425.0,115726687.0,
DNK,HUN,2020,6.0,2.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,5.0,2.0,23.0,8.0,1058963096.0,24.0,441518282.0,14287.0,39.0,117192285.8,,1283374355.0,351200753.2,24.0,17422637.19,14607033.49,1907452896.0,624078540.4,118405843.7,-1213557.932
DNK,HUN,2021,6.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,5.0,3.0,26.0,9.0,1325414109.0,25.0,613730171.0,14907.0,42.0,141179899.0,,1516449033.0,441616120.0,25.0,21311750.0,17730836.0,2285547982.0,769098949.0,146728263.0,-5548364.0
DNK,IDN,2016,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,12.0,142609767.8,10.0,74103064.74,68093.0,26.0,9632641.916,,241271326.6,16564078.47,10.0,1117319.518,2939352.776,342189114.2,100917787.6,10325581.5,-692939.584
DNK,IDN,2017,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,12.0,143613429.0,12.0,155318840.0,68056.0,27.0,47849002.0,,271284456.0,37580845.0,12.0,4129471.0,-1285859.0,851066963.0,579782507.0,48545984.0,-696982.0
DNK,IDN,2018,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,8.0,13.0,207530917.3,15.0,140355005.3,66097.0,32.0,71677273.95,,273066530.1,37717346.06,15.0,11126272.05,11371734.89,854341800.8,581275270.6,72185940.84,-508666.891
DNK,IDN,2019,3.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,9.0,15.0,181246784.0,18.0,171082890.0,67032.0,37.0,43547261.0,,285229205.0,36189054.0,18.0,2210566.0,5787618.0,788963407.0,503734202.0,46489030.0,-2941769.0
DNK,IDN,2020,4.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,11.0,12.0,175872696.7,19.0,135790426.6,56274.0,37.0,5032311.784,,266367116.6,30568478.82,19.0,6134891.453,1755158.148,705089815.9,438722699.3,25735735.5,-20703423.71
DNK,IDN,2021,3.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,12.0,18.0,215730421.0,19.0,110798476.0,57764.0,43.0,7821499.0,,291237892.0,41597673.0,19.0,2980524.0,-3905652.0,802579613.0,511341722.0,23130607.0,-15309108.0
DNK,IND,2016,8.0,6.0,0.0,1.0,1.0,0.0,3.0,9.0,2.0,4.0,3.0,20.0,19.0,442926384.4,19.0,512893342.6,69687.0,52.0,51574766.32,,390920460.8,163983490.0,19.0,-4609001.604,-3050814.386,1261440760.0,870520299.6,74226809.26,-22652042.94
DNK,IND,2017,17.0,6.0,0.0,0.0,1.0,0.0,1.0,11.0,9.0,4.0,5.0,29.0,23.0,1759746574.0,26.0,1532691477.0,82073.0,79.0,188057080.0,,1218047241.0,405567088.0,26.0,17035452.0,33989322.0,4469031731.0,3250984490.0,213961038.0,-25903958.0
DNK,IND,2018,21.0,7.0,1.0,1.0,3.0,1.0,2.0,11.0,10.0,5.0,6.0,36.0,27.0,1157730850.0,29.0,1490768012.0,86162.0,87.0,163139568.7,,1213316284.0,480654917.2,29.0,11010013.14,39718123.07,5146322787.0,3933006503.0,192826998.1,-29687429.43
DNK,IND,2019,21.0,7.0,0.0,2.0,2.0,0.0,1.0,12.0,11.0,4.0,6.0,35.0,28.0,1106632178.0,30.0,716359201.0,89691.0,91.0,163159580.0,,995883711.0,454158024.0,30.0,-10981468.0,4138128.0,3389108465.0,2393224753.0,170815568.0,-7655988.0
DNK,IND,2020,23.0,8.0,0.0,1.0,2.0,0.0,1.0,17.0,15.0,5.0,6.0,51.0,24.0,1063335855.0,32.0,822641427.5,76257.0,110.0,5462275.172,,1290684304.0,481309504.7,32.0,4851769.892,2948088.978,2960577663.0,1669893359.0,84846139.4,-79383864.23
DNK,IND,2021,25.0,16.0,0.0,5.0,2.0,0.0,1.0,17.0,5.0,5.0,7.0,54.0,26.0,1538490818.0,34.0,1330373911.0,80219.0,117.0,205310523.0,,1524779351.0,815392946.0,34.0,-2442823.0,8997158.0,3890569467.0,2365790116.0,233346413.0,-28035890.0
DNK,IRL,2016,4.0,10.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,10.0,8.0,86524535.5,13.0,437200393.2,4591.0,35.0,151905604.5,,593576537.4,190922000.7,13.0,14017400.25,34728752.56,933874669.0,340298131.7,152573872.2,-668267.66
DNK,IRL,2017,4.0,9.0,1.0,5.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,20.0,9.0,123810460.0,18.0,696406926.0,4562.0,48.0,324335250.0,,704825383.0,224782219.0,18.0,16504781.0,77117815.0,1396401047.0,691575664.0,325127798.0,-792548.0
DNK,IRL,2018,4.0,6.0,3.0,5.0,1.0,0.0,2.0,2.0,5.0,1.0,2.0,20.0,9.0,116620712.0,20.0,732966461.3,4814.0,48.0,308600283.4,,782258265.2,220197570.9,20.0,33350316.88,36724121.36,1386026398.0,603768132.5,313503996.0,-4903712.519
DNK,IRL,2019,4.0,6.0,3.0,6.0,1.0,0.0,2.0,2.0,9.0,1.0,2.0,18.0,12.0,304957938.0,20.0,546060639.0,4354.0,52.0,347291384.0,,812967455.0,123779688.0,20.0,33909390.0,53757590.0,1429685700.0,616718244.0,349705157.0,
DNK,IRL,2020,3.0,9.0,3.0,5.0,1.0,0.0,2.0,2.0,7.0,1.0,3.0,25.0,13.0,2094796237.0,25.0,5036215593.0,4238.0,59.0,1626634170.0,,4968480035.0,406829467.8,25.0,141619607.4,247751025.7,5719886894.0,751406858.4,1628527128.0,-1892957.615
DNK,IRL,2021,7.0,11.0,3.0,7.0,2.0,0.0,3.0,16.0,15.0,1.0,3.0,32.0,17.0,1141722685.0,32.0,1915549497.0,4722.0,96.0,699123272.0,,1059805019.0,1939889086.0,32.0,97645485.0,5219639.0,1838723017.0,778917998.0,699127944.0,-4672.0
DNK,IRN,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,136017.188,3.0,50366.338,8.0,3.0,112120.183,,1165908.782,101070.629,3.0,18725.035,-16225.0,1176220.825,10312.042,478253.599,-366133.416
DNK,IRN,2017,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,11368863.0,5.0,-14394177.0,212.0,6.0,-15850687.0,,28523871.0,98748.0,5.0,-704786.0,1188771.0,144660271.0,116136400.0,682356.0,-16533043.0
DNK,IRN,2018,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,34462119.71,5.0,-14472740.02,244.0,6.0,-6306096.933,,20279796.88,4057181.876,5.0,-183459.969,248039.879,142207679.5,121927882.6,358091.201,-6664188.134
DNK,IRN,2019,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,43264926.0,5.0,-6029088.0,266.0,6.0,11401024.0,,22286570.0,8661781.0,5.0,468281.0,160203.0,167951045.0,145664475.0,,
DNK,IRN,2020,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,41123743.59,5.0,-22685613.53,286.0,6.0,-14365872.11,,30831292.48,7190316.265,5.0,122381.575,1046262.027,158270154.5,127438862.1,,-14443498.11
DNK,IRN,2021,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,44704989.0,5.0,-5293957.0,311.0,6.0,34727587.0,,24551067.0,9140058.0,5.0,-3470.0,495032.0,137498391.0,112947324.0,35329842.0,-602255.0
DNK,IRQ,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,347898.091,3.0,3079036.484,34.0,3.0,4286456.612,,4183366.621,55138.3,3.0,-23146.695,10223.918,14646354.49,10462987.86,4286456.612,
DNK,IRQ,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,608630.0,4.0,3967548.0,70.0,5.0,2988569.0,,4617920.0,64233.0,4.0,446986.0,-303275.0,26965595.0,22347675.0,2988569.0,
DNK,IRQ,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,146926.42,4.0,5609647.131,31.0,5.0,3528727.77,,4091317.002,61619.583,4.0,1262238.798,-860327.439,39793132.79,35701815.79,,
DNK,IRQ,2021,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,11119630.0,5.0,-1241692.0,207.0,9.0,2798501.0,,4882354.0,1983987.0,5.0,1072922.0,1695173.0,74459318.0,69576964.0,2849135.0,-50634.0
DNK,ISL,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,55259465.23,4.0,-1035531.306,896.0,5.0,3112466.565,,8887.627,686894.612,4.0,-29609.379,111997.557,161049617.0,161040729.4,4096464.966,-983998.401
DNK,ISL,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,58071158.0,5.0,13637886.0,431.0,6.0,2307787.0,,3430189.0,4785221.0,5.0,-164752.0,276898.0,209686508.0,206256319.0,3706373.0,-1398586.0
DNK,ISL,2018,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1257651809.0,5.0,693791391.1,961.0,7.0,43367067.39,,264246440.4,9731452.285,5.0,7531759.58,6745375.837,476128001.0,211881560.6,44667182.45,-1300115.063
DNK,ISL,2019,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1322978819.0,6.0,681912507.0,1380.0,11.0,52496816.0,,273429491.0,25770713.0,6.0,9812685.0,6615913.0,487334496.0,213905005.0,52756808.0,
DNK,ISL,2020,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,7.0,2.0,115517154.2,8.0,705869397.6,1306.0,14.0,25577431.96,,238508004.8,21564659.77,8.0,4415827.14,8780640.638,454033988.3,215525983.6,25577431.96,
DNK,ISL,2021,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,6.0,5.0,119993895.0,8.0,778600839.0,1433.0,12.0,59623326.0,,275474261.0,7090000.0,8.0,9552896.0,5269034.0,459812686.0,184338425.0,59646165.0,-22838.0
DNK,ISR,2016,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1714456.345,4.0,-47834669.17,8620.0,22.0,6184915.869,,13622712.35,65168282.97,4.0,169878.173,34194.419,150887801.4,137265089.0,6184915.869,
DNK,ISR,2017,3.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,11.0,24567092.0,7.0,655791.0,8156.0,24.0,11047926.0,,43408127.0,109090927.0,7.0,-31366.0,-826654.0,556834968.0,513426841.0,11048176.0,-250.0
DNK,ISR,2018,3.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,11.0,27836206.82,8.0,8600882.725,7694.0,25.0,9367992.506,,36452059.56,103827477.0,8.0,-188150.027,-1005430.5,538881109.7,502429050.1,11014073.11,-1646080.608
DNK,ISR,2019,3.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,11.0,28029395.0,9.0,-15902995.0,1272.0,25.0,67382308.0,,64841332.0,76608587.0,9.0,1842871.0,1596275.0,659189393.0,594348061.0,73379453.0,
DNK,ISR,2020,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,7.0,11.0,32145282.6,9.0,12424073.55,1209.0,25.0,16271538.23,,48312568.11,76478840.23,9.0,1352519.512,1090922.04,390556832.6,342244264.5,20280422.95,
DNK,ISR,2021,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0,7.0,37406200.0,9.0,39213455.0,1104.0,21.0,33093298.0,,51927615.0,101789390.0,9.0,6151484.0,5666163.0,574375284.0,522447669.0,33834317.0,-741019.0
